compose_file,host_path,container_path,mount_options,full_mount,category,recommended_action
infrastructure/chaos/docker-compose.chaos.yml,infrastructure/chaos/chaos-monkey.sh,/chaos-monkey.sh,,infrastructure/chaos/chaos-monkey.sh:/chaos-monkey.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/chaos/docker-compose.chaos.yml,infrastructure/chaos/grafana/dashboards,/etc/grafana/provisioning/dashboards,,infrastructure/chaos/grafana/dashboards:/etc/grafana/provisioning/dashboards,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/chaos/docker-compose.chaos.yml,logs,/app/logs,,logs:/app/logs,missing host directory,Create directory: logs
infrastructure/chaos/docker-compose.chaos.yml,infrastructure/chaos/prometheus-chaos.yml,/etc/prometheus/prometheus.yml,,infrastructure/chaos/prometheus-chaos.yml:/etc/prometheus/prometheus.yml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/chaos/docker-compose.chaos.yml,infrastructure/chaos/chaos-schedules.json,/app/chaos-schedules.json,,infrastructure/chaos/chaos-schedules.json:/app/chaos-schedules.json,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/chaos/docker-compose.chaos.yml,infrastructure/chaos/network-chaos.sh,/network-chaos.sh,,infrastructure/chaos/network-chaos.sh:/network-chaos.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/core/constitutional-ai,/app,,services/core/constitutional-ai:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/platform/integrity,,,services/platform/integrity,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/platform/authentication,,,services/platform/authentication,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/platform/integrity,/app,,services/platform/integrity:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/core/policy-governance,/app,,services/core/policy-governance:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/core/formal-verification,/app,,services/core/formal-verification:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/platform/authentication,/app,,services/platform/authentication:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/core/evolutionary-computation,/app,,services/core/evolutionary-computation:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,services/core/governance-synthesis,/app,,services/core/governance-synthesis:/app,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/docker-compose.development.yml,infrastructure/docker/config/database/development_schema.sql,/docker-entrypoint-initdb.d/01-schema.sql,,infrastructure/docker/config/database/development_schema.sql:/docker-entrypoint-initdb.d/01-schema.sql,missing host directory,Create directory: infrastructure/docker/config/database/development_schema.sql
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/platform/authentication,,,infrastructure/docker/services/platform/authentication,missing host directory,Create directory: infrastructure/docker/services/platform/authentication
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/shared,/app/shared,,infrastructure/docker/services/shared:/app/shared,missing host directory,Create directory: infrastructure/docker/services/shared
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/evolutionary-computation/ec_service,/app,,infrastructure/docker/services/core/evolutionary-computation/ec_service:/app,missing host directory,Create directory: infrastructure/docker/services/core/evolutionary-computation/ec_service
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/platform/authentication,/app,,infrastructure/docker/services/platform/authentication:/app,missing host directory,Create directory: infrastructure/docker/services/platform/authentication
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/shared/Dockerfile.alembic,,,infrastructure/docker/services/shared/Dockerfile.alembic,missing host directory,Create directory: infrastructure/docker/services/shared/Dockerfile.alembic
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/integrations/alphaevolve-engine/integrations/alphaevolve-engine,/app/alphaevolve_gs_engine,,infrastructure/docker/integrations/alphaevolve-engine/integrations/alphaevolve-engine:/app/alphaevolve_gs_engine,missing host directory,Create directory: infrastructure/docker/integrations/alphaevolve-engine/integrations/alphaevolve-engine
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/platform/integrity,/app,,infrastructure/docker/services/platform/integrity:/app,missing host directory,Create directory: infrastructure/docker/services/platform/integrity
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/evolutionary-computation/ec_service,,,infrastructure/docker/services/core/evolutionary-computation/ec_service,missing host directory,Create directory: infrastructure/docker/services/core/evolutionary-computation/ec_service
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/policy-governance,/app,,infrastructure/docker/services/core/policy-governance:/app,missing host directory,Create directory: infrastructure/docker/services/core/policy-governance
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/governance-synthesis,,,infrastructure/docker/services/core/governance-synthesis,missing host directory,Create directory: infrastructure/docker/services/core/governance-synthesis
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/governance-synthesis,/app,,infrastructure/docker/services/core/governance-synthesis:/app,missing host directory,Create directory: infrastructure/docker/services/core/governance-synthesis
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/constitutional-ai,/app,,infrastructure/docker/services/core/constitutional-ai:/app,missing host directory,Create directory: infrastructure/docker/services/core/constitutional-ai
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/policy-governance,,,infrastructure/docker/services/core/policy-governance,missing host directory,Create directory: infrastructure/docker/services/core/policy-governance
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/formal-verification,,,infrastructure/docker/services/core/formal-verification,missing host directory,Create directory: infrastructure/docker/services/core/formal-verification
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/constitutional-ai,,,infrastructure/docker/services/core/constitutional-ai,missing host directory,Create directory: infrastructure/docker/services/core/constitutional-ai
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/platform/integrity,,,infrastructure/docker/services/platform/integrity,missing host directory,Create directory: infrastructure/docker/services/platform/integrity
infrastructure/docker/docker-compose.cache-integrated.yml,infrastructure/docker/services/core/formal-verification,/app,,infrastructure/docker/services/core/formal-verification:/app,missing host directory,Create directory: infrastructure/docker/services/core/formal-verification
infrastructure/database/docker-compose.replicas.yml,infrastructure/database/userlist.txt,/etc/pgbouncer/userlist.txt,,infrastructure/database/userlist.txt:/etc/pgbouncer/userlist.txt,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/database/docker-compose.replicas.yml,infrastructure/database/pgbouncer_replicas.ini,/etc/pgbouncer/pgbouncer.ini,,infrastructure/database/pgbouncer_replicas.ini:/etc/pgbouncer/pgbouncer.ini,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/database/docker-compose.replicas.yml,infrastructure/database/replica_setup.sh,/docker-entrypoint-initdb.d/replica_setup.sh,,infrastructure/database/replica_setup.sh:/docker-entrypoint-initdb.d/replica_setup.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/jaeger/docker-compose-jaeger.yml,infrastructure/monitoring/jaeger/tempo.yaml,/etc/tempo.yaml,,infrastructure/monitoring/jaeger/tempo.yaml:/etc/tempo.yaml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/jaeger/docker-compose-jaeger.yml,infrastructure/monitoring/jaeger/otel-collector-config.yaml,/etc/otel-collector-config.yaml,,infrastructure/monitoring/jaeger/otel-collector-config.yaml:/etc/otel-collector-config.yaml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/monitoring/docker-compose.yml,infrastructure/monitoring/monitoring/prometheus,/etc/prometheus,,infrastructure/monitoring/monitoring/prometheus:/etc/prometheus,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/monitoring/docker-compose.yml,infrastructure/monitoring/monitoring/alertmanager,/etc/alertmanager,,infrastructure/monitoring/monitoring/alertmanager:/etc/alertmanager,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/monitoring/docker-compose.yml,infrastructure/monitoring/monitoring/grafana/provisioning,/etc/grafana/provisioning,,infrastructure/monitoring/monitoring/grafana/provisioning:/etc/grafana/provisioning,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/monitoring/docker-compose.yml,infrastructure/monitoring/monitoring/grafana/dashboards,/var/lib/grafana/dashboards,,infrastructure/monitoring/monitoring/grafana/dashboards:/var/lib/grafana/dashboards,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/redis/docker-compose.redis-cluster.yml,infrastructure/redis/cluster-init.sh,/cluster-init.sh,ro,infrastructure/redis/cluster-init.sh:/cluster-init.sh:ro,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/redis/docker-compose.redis-cluster.yml,infrastructure/redis/redis-cluster-config.conf,/usr/local/etc/redis/redis.conf,ro,infrastructure/redis/redis-cluster-config.conf:/usr/local/etc/redis/redis.conf:ro,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/redis/docker-compose.redis-cluster.yml,infrastructure/redis/cluster-health-check.sh,/cluster-health-check.sh,ro,infrastructure/redis/cluster-health-check.sh:/cluster-health-check.sh:ro,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/loki-config.yml,/etc/loki/local-config.yaml,,infrastructure/observability/loki-config.yml:/etc/loki/local-config.yaml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/alertmanager-config.yml,/etc/alertmanager/alertmanager.yml,,infrastructure/observability/alertmanager-config.yml:/etc/alertmanager/alertmanager.yml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,reports,/app/reports,,reports:/app/reports,missing host directory,Create directory: reports
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/grafana/dashboards,/etc/grafana/provisioning/dashboards,,infrastructure/observability/grafana/dashboards:/etc/grafana/provisioning/dashboards,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/grafana/datasources,/etc/grafana/provisioning/datasources,,infrastructure/observability/grafana/datasources:/etc/grafana/provisioning/datasources,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,logs,/app/logs,,logs:/app/logs,missing host directory,Create directory: logs
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/otel-collector-config.yml,/etc/otel-collector-config.yml,,infrastructure/observability/otel-collector-config.yml:/etc/otel-collector-config.yml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/prometheus-observability.yml,/etc/prometheus/prometheus.yml,,infrastructure/observability/prometheus-observability.yml:/etc/prometheus/prometheus.yml,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/grafana/plugins,/var/lib/grafana/plugins,,infrastructure/observability/grafana/plugins:/var/lib/grafana/plugins,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/prometheus-rules,/etc/prometheus/rules,,infrastructure/observability/prometheus-rules:/etc/prometheus/rules,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/observability/docker-compose.observability.yml,infrastructure/observability/promtail-config.yml,/etc/promtail/config.yml,,infrastructure/observability/promtail-config.yml:/etc/promtail/config.yml,wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/test_transaction_costs.js,services/blockchain/target/idl/quantumagi_core.json',,,services/blockchain/target/idl/quantumagi_core.json',wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/test_pgc_validation.js,services/blockchain/target/idl/quantumagi_core.json',,,services/blockchain/target/idl/quantumagi_core.json',wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/test_governance_init.js,services/blockchain/target/idl/quantumagi_core.json',,,services/blockchain/target/idl/quantumagi_core.json',wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/test_end_to_end_integration.js,services/blockchain/target/idl/quantumagi_core.json',,,services/blockchain/target/idl/quantumagi_core.json',wrong relative root,Update path to start with infrastructure/docker/
tools/ci/constitutional-trainer-security-scan.yml,tools/ci/services/core/constitutional-trainer,,,tools/ci/services/core/constitutional-trainer,wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/test_anchor_program_coverage.js,services/blockchain/target/idl/quantumagi_core.json',,,services/blockchain/target/idl/quantumagi_core.json',wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/tests/appeals_comprehensive.js,services/blockchain/tests/test_setup_helper',,,services/blockchain/tests/test_setup_helper',wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/tests/logging_comprehensive.js,services/blockchain/tests/test_setup_helper',,,services/blockchain/tests/test_setup_helper',wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/client/tailwind.config.js,"tools/mcp-inspector/client/index.html"",",,,"tools/mcp-inspector/client/index.html"",",wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/client/tailwind.config.js,"tools/mcp-inspector/client/src/**/*.{js,ts,jsx,tsx}""],",,,"tools/mcp-inspector/client/src/**/*.{js,ts,jsx,tsx}""],",wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,infrastructure/monitoring/grafana,/etc/grafana/provisioning,ro,infrastructure/monitoring/grafana:/etc/grafana/provisioning:ro,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,infrastructure/monitoring/prometheus,/etc/prometheus,ro,infrastructure/monitoring/prometheus:/etc/prometheus:ro,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,services/core/auth,,,services/core/auth,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,config,/app/config,ro,config:/app/config:ro,missing host directory,Create directory: config
infrastructure/docker/dind/docker-compose.dind.yml,reports,/app/reports,,reports:/app/reports,missing host directory,Create directory: reports
infrastructure/docker/dind/docker-compose.dind.yml,services/core/governance-simulation,,,services/core/governance-simulation,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,tests,/app/tests,ro,tests:/app/tests:ro,missing host directory,Create directory: tests
infrastructure/docker/dind/docker-compose.dind.yml,services/core/policy-generation-consensus,,,services/core/policy-generation-consensus,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,database/init,/docker-entrypoint-initdb.d,ro,database/init:/docker-entrypoint-initdb.d:ro,missing host directory,Create directory: database/init
infrastructure/docker/dind/docker-compose.dind.yml,services/core/integrity-verification,,,services/core/integrity-verification,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,services/core/algorithmic-constitution,,,services/core/algorithmic-constitution,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/dind/docker-compose.dind.yml,infrastructure/docker/dind/dind-config,/etc/docker,,infrastructure/docker/dind/dind-config:/etc/docker,missing host directory,Create directory: infrastructure/docker/dind/dind-config
tools/quick_start.sh,"tools/health_check.sh""",,,"tools/health_check.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/quick_start.sh,tools/health_check.sh;,,,tools/health_check.sh;,wrong relative root,Update path to start with infrastructure/docker/
tools/test_performance_validation.sh,"tools/scripts/start_all_services.sh""",,,"tools/scripts/start_all_services.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/client/bin/client.js,"tools/mcp-inspector/client/dist""",,,"tools/mcp-inspector/client/dist""",wrong relative root,Update path to start with infrastructure/docker/
tools/test_emergency_shutdown.sh,"tools/scripts/start_all_services.sh""",,,"tools/scripts/start_all_services.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/cli/scripts/cli-tests.js,"tools/mcp-inspector/cli/build""",,,"tools/mcp-inspector/cli/build""",wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/cli/scripts/cli-tests.js,"tools/mcp-inspector/""",,,"tools/mcp-inspector/""",wrong relative root,Update path to start with infrastructure/docker/
tools/mcp-inspector/cli/scripts/cli-tests.js,"tools/mcp-inspector/cli/scripts/nonexistent-config.json"",",,,"tools/mcp-inspector/cli/scripts/nonexistent-config.json"",",wrong relative root,Update path to start with infrastructure/docker/
tools/deploy_mlops_system.sh,tools/scripts/deploy_mlops_system.sh,,,tools/scripts/deploy_mlops_system.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/start_all_services.sh,"tools/acgs_test.db""",,,"tools/acgs_test.db""",wrong relative root,Update path to start with infrastructure/docker/
tools/fix_requirements_staging.sh,tools/shared,,,tools/shared,wrong relative root,Update path to start with infrastructure/docker/
tools/setup_read_replicas.sh,tools/userlist.txt,/etc/pgbouncer/userlist.txt,,tools/userlist.txt:/etc/pgbouncer/userlist.txt,wrong relative root,Update path to start with infrastructure/docker/
tools/setup_read_replicas.sh,tools/pgbouncer_replicas.ini,/etc/pgbouncer/pgbouncer.ini,,tools/pgbouncer_replicas.ini:/etc/pgbouncer/pgbouncer.ini,wrong relative root,Update path to start with infrastructure/docker/
tools/setup_read_replicas.sh,tools/replica_setup.sh,/docker-entrypoint-initdb.d/replica_setup.sh,,tools/replica_setup.sh:/docker-entrypoint-initdb.d/replica_setup.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/validate-emergency-preparedness.sh,tools/scripts/emergency-response.sh,,,tools/scripts/emergency-response.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/validate-emergency-preparedness.sh,tools/scripts/rollback.sh,,,tools/scripts/rollback.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/quick_start_kimi.sh,tools/scripts/manage_kimi_service.sh,,,tools/scripts/manage_kimi_service.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/fix-github-actions-validation.sh,tools/scripts/setup-github-environments.sh;,,,tools/scripts/setup-github-environments.sh;,wrong relative root,Update path to start with infrastructure/docker/
tools/test-emergency-response.sh,tools/scripts/emergency-response.sh,,,tools/scripts/emergency-response.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/test-emergency-response.sh,tools/scripts/rollback.sh,,,tools/scripts/rollback.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/run_all_setup_tests.sh,"tools/scripts/start_all_services.sh""",,,"tools/scripts/start_all_services.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/safe_cleanup.sh,"tools/.git""",,,"tools/.git""",wrong relative root,Update path to start with infrastructure/docker/
tools/safe_cleanup.sh,"tools/.git/*""",,,"tools/.git/*""",wrong relative root,Update path to start with infrastructure/docker/
tools/safe_cleanup.sh,"tools/node_modules/*""",,,"tools/node_modules/*""",wrong relative root,Update path to start with infrastructure/docker/
tools/safe_cleanup.sh,"tools/applications/*""",,,"tools/applications/*""",wrong relative root,Update path to start with infrastructure/docker/
tools/setup_pgbouncer_monitoring.sh,"tools/scripts/tune_pgbouncer_performance.py""",,,"tools/scripts/tune_pgbouncer_performance.py""",wrong relative root,Update path to start with infrastructure/docker/
tools/emergency_shutdown_test.sh,tools/scripts/start_all_services.sh,,,tools/scripts/start_all_services.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/setup-test-environment.sh,tools/kind,,,tools/kind,wrong relative root,Update path to start with infrastructure/docker/
tools/generate_api_docs.sh,tools/scripts/generate_api_docs.sh,,,tools/scripts/generate_api_docs.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/deploy_to_production.sh,tools/scripts/deploy_mlops_system.sh,,,tools/scripts/deploy_mlops_system.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/update-deps.sh,UPDATE_SUMMARY.md,,,UPDATE_SUMMARY.md,legacy/unused,Remove mount from tools/update-deps.sh
tools/setup_automated_backups.sh,tools/scripts/test_disaster_recovery.sh,,,tools/scripts/test_disaster_recovery.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/setup_automated_backups.sh,tools/scripts/monitor_backups.sh,,,tools/scripts/monitor_backups.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/setup_automated_backups.sh,"tools/scripts/test_disaster_recovery.sh""",,,"tools/scripts/test_disaster_recovery.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/health-monitor-setup.sh,logs/health-monitoring/health-check-\$(date,,,logs/health-monitoring/health-check-\$(date,missing host directory,Create directory: logs/health-monitoring/health-check-\$(date
tools/implement-routine-maintenance.sh,tools/scripts/health-check.sh,,,tools/scripts/health-check.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/update_running_services_pgbouncer.sh,"tools/scripts/restart_services_with_pgbouncer.sh""",,,"tools/scripts/restart_services_with_pgbouncer.sh""",wrong relative root,Update path to start with infrastructure/docker/
tools/start_acgs_services_simple.sh,"tools/acgs_production.db""",,,"tools/acgs_production.db""",wrong relative root,Update path to start with infrastructure/docker/
tools/run_comprehensive_tests.sh,"$LOG_FILE""",,,"$LOG_FILE""",legacy/unused,Remove mount from tools/run_comprehensive_tests.sh
services/blockchain/scripts/test_rust_tools_ci.sh,"services/blockchain/target/release""",,,"services/blockchain/target/release""",wrong relative root,Update path to start with infrastructure/docker/
services/core/policy-governance/qpe_service/scripts/validation_test.sh,services/core/policy-governance/qpe_service/scripts/...,,,services/core/policy-governance/qpe_service/scripts/...,wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/scripts/run_comprehensive_tests.sh,services/blockchain/scripts/scripts/smoke_test.sh,,,services/blockchain/scripts/scripts/smoke_test.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/docker/secrets-init.sh,"infrastructure/docker/secrets""",,,"infrastructure/docker/secrets""",missing host directory,"Create directory: infrastructure/docker/secrets"""
services/blockchain/scripts/key_management.sh,"services/blockchain/scripts/keys""",,,"services/blockchain/scripts/keys""",wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/scripts/key_management.sh,"services/blockchain/scripts/keys/backup""",,,"services/blockchain/scripts/keys/backup""",wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/scripts/deploy_to_devnet.sh,"services/blockchain/scripts/client/""",,,"services/blockchain/scripts/client/""",wrong relative root,Update path to start with infrastructure/docker/
services/blockchain/scripts/deploy_to_devnet.sh,"services/blockchain/scripts/docs/"",",,,"services/blockchain/scripts/docs/"",",wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/start-ai-governance-monitoring.sh,infrastructure/monitoring/dashboards/bandit-algorithms,,,infrastructure/monitoring/dashboards/bandit-algorithms,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/start-ai-governance-monitoring.sh,infrastructure/monitoring/dashboards/constitutional-ai,,,infrastructure/monitoring/dashboards/constitutional-ai,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/start-ai-governance-monitoring.sh,infrastructure/monitoring/dashboards/ai-governance,,,infrastructure/monitoring/dashboards/ai-governance,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/monitoring/start-ai-governance-monitoring.sh,infrastructure/monitoring/evidently-projects,,,infrastructure/monitoring/evidently-projects,wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,tools/infrastructure/performance-testing/reports/results.json',,,tools/infrastructure/performance-testing/reports/results.json',wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,tools/infrastructure/performance-testing/reports/results.json,,,tools/infrastructure/performance-testing/reports/results.json,wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,tools/infrastructure/performance-testing/reports/results.xml,,,tools/infrastructure/performance-testing/reports/results.xml,wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,"tools/reports"",",,,"tools/reports"",",wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,"tools/infrastructure/performance-testing/tests',",,,"tools/infrastructure/performance-testing/tests',",wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,tools/infrastructure/performance-testing/reports/playwright',,,tools/infrastructure/performance-testing/reports/playwright',wrong relative root,Update path to start with infrastructure/docker/
tools/deploy-performance-testing.sh,tools/infrastructure/performance-testing/reports/results.xml',,,tools/infrastructure/performance-testing/reports/results.xml',wrong relative root,Update path to start with infrastructure/docker/
infrastructure/redis/redis-cluster-setup.sh,"infrastructure/redis/deploy-cluster.sh""",,,"infrastructure/redis/deploy-cluster.sh""",wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/staging/staging-deployment.sh,infrastructure/kubernetes/staging/infrastructure/kubernetes/quick-validate.sh;,,,infrastructure/kubernetes/staging/infrastructure/kubernetes/quick-validate.sh;,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/production/deploy-acge-infrastructure.sh,infrastructure/kubernetes/production/infrastructure/kubernetes/production/deploy-cluster.sh;,,,infrastructure/kubernetes/production/infrastructure/kubernetes/production/deploy-cluster.sh;,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/production/deploy-acge-infrastructure.sh,infrastructure/kubernetes/production/infrastructure/kubernetes/production/infrastructure-validation.sh;,,,infrastructure/kubernetes/production/infrastructure/kubernetes/production/infrastructure-validation.sh;,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-pgc-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-integrity-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-gs-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-auth-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-ec-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-ac-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/blue-green/migrate-fv-service.sh,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,,,infrastructure/kubernetes/blue-green/infrastructure/kubernetes/blue-green/traffic-routing-controller.sh,wrong relative root,Update path to start with infrastructure/docker/
infrastructure/kubernetes/operations/emergency-response.sh,infrastructure/kubernetes/operations/infrastructure/kubernetes/operations/backup-restore.sh,,,infrastructure/kubernetes/operations/infrastructure/kubernetes/operations/backup-restore.sh,wrong relative root,Update path to start with infrastructure/docker/
tools/load-testing/run-constitutional-trainer-load-tests.sh,tools/load-testing/load-test-results,,,tools/load-testing/load-test-results,wrong relative root,Update path to start with infrastructure/docker/
